,index,artist,title,mood,lyrics
924,ML925,James Blunt,High (live in Ireland),relaxed,"1 ContributorHigh (Live in Ireland) Lyrics[Verse 1]
Beautiful dawn
Lights up the shore for me
There is nothing else in the world
I'd rather wake up and see with you

[Verse 2]
Beautiful dawn
I'm just chasing time again
Thought I would die a lonely man
In endless night

[Chorus]
But now I'm high
Running wild among all the stars above
Sometimes it's hard to believe you remember me

[Verse 3]
Beautiful dawn (Beautiful dawn)
Melts with the stars again
Do you remember the day when my journey began?
Will you remember the end of time?
Beautiful dawn (Beautiful dawn)
You're just blowing my mind again
Thought I was born to endless night, until you shine
See James Blunt LiveGet tickets as low as $17You might also like[Chorus]
High
Running wild among all the stars above
Sometimes it's hard to believe you remember me

[Bridge]
Will you be my shoulder when I'm grey and older?
Promise me tomorrow starts with you

[Chorus]
Getting high
Running wild among all the stars above
Sometimes it's hard to believe you remember me
High
Running wild among all the stars above
Sometimes it's hard to believe you remember meEmbed"
925,ML926,Lucinda Williams,Broken Butterflies,sad,"[Verse 1]
You wear your anger well and stand
For all the world to see
A heavy cloak and one gloved hand
And no humility
You stand inside the garden
And feast on black cherries
And swallow the manna from heaven
And spit out the seeds

[Verse 2]
You spread your anger on sharp-edged knives
Cut my skin and make it bleed
Like Pilate in his self-righteousness
You're a traitor and a thief
Choking on your unplanned words
Coughing up your lies
Tumbling from your mouth a flurry
Of broken butterflies

[Verse 3]
Broken butterflies at rest
Their wings have snapped in two
On their way to certain death
Their colors golden blue
But the blood that flows I cannot hide
The blood that covers me
Nourishes the butterflies
And they are healed and are set free
See Lucinda Williams LiveGet tickets as low as $43You might also like[Verse 4]
I wish you had what Ruth possessed
But then I don't expect that of you
Grace and honor and faithfulness
And the love that you refuse
Will you ever learn to just forgive?
Will you open your beautiful eyes
And bleed the way Christ did
And fix the broken butterflies?Embed"
926,ML927,Skip James,Hard Time Killin' Floor Blues,sad,"3 ContributorsHard Time Killin’ Floor Blues LyricsHard times here an' everywhere I go
Time is harder than ever been before
People are driftin' from door to door
Can't find no heaven, I don't care where they goYou might also likeEmbed"
927,ML928,My Dying Bride,My Wine in Silence,sad,"Where are you now, my love?
My sweet one

Where have you gone, oh my love?
I'm so alone

I only think of you
And it drives me down
I only dream of you

Come here my lover
I'll keep you
I will change you
Come here my slave
You will live forever
Screaming
Crying
My lover
With you
I'm done
At last

I'll come to you, take my hand
Hold me again, please take my hand

Who are you?
What were you?
My beauty
I can't tell
How I feel
How I felt
You have paid
For your un-kindness
With you
I'm done
At last
You might also likePlease hold me now, my love
Where are you now, oh my sweet love?1Embed"
928,ML929,Acid Bath,Toubabo Koomi,angry,"We wanna see some blood
We need a new whore
We don't give a fuck
We just want more
Blood, we want blood

I'm gonna fuck the hole in Kennedy's head
Revolt, deface, resist
Push the button
Legalize freedom

Let's shoot the president
Rape the queen
And feel the flowers breathe again
Inside this dead machine

Gotta teach you, gotta teach you
Gotta teach you, gotta teach you

Swimming into nowhere
Thrill kill avenue
Cutting her slowly
Liberty, she crawls to me

I slept the last mile on our way to endsville
Shove it inside her, spectro-trippin on
I slept the last mile on our way to endsville
You might also likeSpread your legs, don't look at me
Cut me, rape me, make me free
Breeders screaming, dreaming bloodless
For the loveless

White sound, oceans of dreams
I won't be another number on the screen
Shhh, I wanna hear you scream
I won't be another number

White sound, jet black scream
Vomiting this cold mass of hate
I'm gonna push my love
Through her skull
Through her skull
Through her skull
Through her skull
Through her-

I have heard abortion stories from the leather nun
Holding hands with dead girls, hiding from the sun
I did a line
I did a line
I did a line
I did a line
The lines that define begin to gray and fade now
We shoot out the lights and swallow razor blades
I feel nothing for the meat that came before
Liberty, she crawled to me playing the whore1Embed"
929,ML930,Infernal,I Won't Be Crying,happy,"2 ContributorsI Won’t Be Crying LyricsYou always check yourself
In every mirror you see
Day and night
And it is such a shame
Your vanity is to blame
Oh why don't you knock it off

It is the pointlessness
That's got me loving less
I cannot handle that you're such a wannabe
You're caught up in yourself
And me, you don't even see

I won't be crying when I'm lonely
Sorry making sure I'll have a
Good time
Ain't nothing wrong when i'm alone now
'Cause I'm alone and I'm proud
I won't be crying when I'm lonely

I'm sure you don't believe
That anybody can tell
You're a fool
I'll bet that you believe
They only think that you're cool
And a handsome devil too
You might also likeBut baby trust me now
You'd better turn around
'Cause otherwise you're gonna fall and hit the ground
'Cause all this spirit boy
Won't last eternally

I won't be crying when i'm lonely
Sorry making sure I'll have a
Good time
Ain't nothing wrong when I'm alone now
'Cause I'm alone and I'm proud
I won't be crying when I'm lonely

I won't be crying when i'm lonely
Sorry making sure I'll have a
Good time
Ain't nothing wrong when I'm alone now
'Cause I'm alone and I'm proud
I won't be crying when I'm lonely
Sorry making sure I'll have a
Good time
Ain't nothing wrong when I'm alone now
'Cause I'm alone and I'm proud
I won't be crying when I'm lonelyEmbed"
930,ML931,Camera Obscura,Your Picture,sad,"My friend, she told me such a story
But she didn't know what I knew
I laughed with my friend when she got to the end
I knew we were laughing at you
She told me that you made some money
You got yourself framed on the wall
And people come by and they look at your face
And they say it's the fairest of all
Of course you protest, that's what you do best
And you're modest and shy to the end
You're watching them as they're looking at you
And you know it was money well spent

She told me you'd given up drinking
To be with somebody you knew
And you tried to get into the Bible
But it never got into you
You've still got some loyal disciples
I suppose that I'm one of the few
I shouldn't have laughed, 'cause I mean you no harm
But my friend got to me before you
So next time I see you, I'll be pleased to see you
I hope you'll be pleased to see me
I'll visit your picture, I won't have the nerve
To tell them that they've got you all wrongSee Camera Obscura LiveGet tickets as low as $47You might also likeEmbed"
931,ML932,Florence + The Machine,Blinding,sad,"[Verse 1]
It seems that I have been held in some dreaming state
A tourist in the waking world, never quite awake
No kiss, no gentle word could wake me from this slumber
Until I realise that it was you who held me under

[Pre-Chorus]
Felt it in my fist, in my feet, in the hollows of my eyelids
Shaking through my skull, through my spine and down through my ribs

[Chorus]
No more dreaming of the dead as if death itself was undone
No more calling like a crow for a boy, for a body in the garden
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love with the wrong world

[Verse 2]
And I could hear the thunder and see the lightning crack
And all around, the world was waking, I never could go back
'Cause all the walls of dreaming, they were torn wide open
And finally, it seemed that the spell was broken

[Pre-Chorus]
And all my bones began to shake, my eyes flew open
And all my bones began to shake, my eyes flew open
You might also like[Chorus]
No more dreaming of the dead as if death itself was undone
No more calling like a crow for a boy, for a body in the garden
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love with the wrong world

[Bridge]
Snow White is stitching up your circuit-boards
Synapse slipping through the hidden door
Snow White is stitching up your circuit-board

[Chorus]
No more dreaming of the dead as if death itself was undone
No more calling like a crow for a boy, for a body in the garden
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love, so in love
No more dreaming like a girl so in love with the wrong world

[Outro]
Snow White's stitching up your circuit-boards
Synapse slipping through the hidden door
Snow White's stitching up your circuit-board
Synapse slipping through the hidden door12Embed"
932,ML933,Aberfeldy,Love Is an Arrow,sad,"2 ContributorsLove Is An Arrow LyricsLove is a thing that I can't describe
It sounds so foolish if I even try
Love is an arrow and it points at you
It tells you what you gotta do

Love is a verb and a noun as well
You find it in a dictionary under 'L'
To give you a description to spell it out
But they don't say what it's all about

Love is a fire that you can't control
It burns in the middle and it leaves a hole
You can fill it up and you don't know when
It's gonna start to burn again

Love is a good way to lose a friend
It's a two-faced liar that you can't defend
Love is a virus that invades your heart
It starts to take it all apart

Love is a shape that you can't define
With an odd set of angles and uneven sides
Your head's that paper and your hearts the pen
Gonna do this sum again
Gonna do this sum again
Gonna do this sum again
Do this sum again
You might also likeLove is a verb and a noun as well
You find it in the dictionary under 'L'
Love is an arrow and it points at me
It tells me how it's gonna be
It tells me how it's gonna be
It tells me how it's gonna be
It tells me how it's gonna beEmbed"
933,ML934,Antony and the Johnsons,The Lake,sad,"In youth's spring, it was my lot
To haunt of the wide earth a spot
To which I could not love the less
So lovely was the loneliness

Of a wild lake, with black rock bound
And the tall trees that towered around

But when the night had thrown her pall
Upon that spot as upon all
And the wind would pass me by
In its stilly melody

My infant spirit would awake
To the terror of the lone lake
My infant spirit would awake
To the terror of the lone lake

Yet that terror was not fright
But a tremulous delight
And a feeling undefined
Springing from a darkened mind

Death was in that poisoned wave
And in its gulf, a fitting grave
For him who thence could solace bring
To his dark imagining
See Antony and the Johnsons LiveGet tickets as low as $60You might also likeWhose wildering thought could even make
